MatchId,IdPeriod,Time,ball_x,ball_y
match_4,1,750,966.8541211334239,2427.9958082053645
match_4,1,760,921.1735131623352,2438.538547675583
match_4,1,770,844.1460555958288,2430.0566138872637
match_4,1,780,740.3730648770741,2409.679138709991
match_4,1,790,619.521318804168,2394.1959694561137
match_4,1,800,494.87036855066015,2396.462859488144
match_4,1,810,382.7487600410926,2413.7665798616154
match_4,1,820,299.7978241503396,2438.4193147391256
match_4,1,830,256.48027373037615,2471.978904295521
match_4,1,840,251.59916659734637,2520.5036877217026
match_4,1,850,273.604326435096,2583.511728977872
match_4,1,860,305.8148234712993,2650.2350144068605
match_4,1,870,337.7851040766351,2703.363779082245
match_4,1,880,376.1059653347746,2730.208533848474
match_4,1,890,427.21775649405896,2731.2735810650793
match_4,1,900,469.3403399075327,2715.1568347128923
match_4,1,910,468.43338761398115,2686.6264253027703
match_4,1,920,417.95899479804734,2642.006326103955
match_4,1,930,337.7268961512584,2574.5535924449355
match_4,1,940,247.851521362603,2482.8211620945317
match_4,1,950,164.19533721782847,2380.9809267278183
match_4,1,960,100.4255729074514,2303.129023946054
match_4,1,970,59.720658370083136,2278.5694962509106
match_4,1,980,36.70188522611551,2296.040798717371
match_4,1,990,29.0044215557257,2312.8850819936797
match_4,1,1000,36.10740778783102,2300.1467689844244
match_4,1,1010,52.31804852702215,2258.988472094654
match_4,1,1020,71.4977528592601,2202.286815030021
match_4,1,1030,91.21391908742092,2143.582448445876
match_4,1,1040,102.57299852697768,2098.704881831732
match_4,1,1050,87.23383862004944,2076.3377265660097
match_4,1,1060,39.63453309191305,2060.1573177551945
match_4,1,1070,-14.666611843369989,2014.529695516655
match_4,1,1080,-40.952615333775526,1921.1988349947483
match_4,1,1090,-35.65481287876682,1804.9492055650005
match_4,1,1100,-29.63797209823147,1714.9884786935527
match_4,1,1110,-52.20113403278107,1686.3039412392761
match_4,1,1120,-98.53453773226148,1720.1534351720118
match_4,1,1130,-128.22967385649392,1789.716134745573
match_4,1,1140,-103.41250107483287,1860.846026791075
match_4,1,1150,-32.95966151675471,1911.5187459647912
match_4,1,1160,39.27971400130798,1932.3496326252496
match_4,1,1170,87.0739093799002,1917.4751698556574
match_4,1,1180,122.40292577846114,1865.5097545949495
match_4,1,1190,169.4231378443829,1785.53215618791
match_4,1,1200,227.59382862017694,1696.1820630580687
match_4,1,1210,257.2438806724406,1622.5876603475754
match_4,1,1220,209.18633894574333,1586.123292804935
match_4,1,1230,79.12507440404119,1577.9451730853798
match_4,1,1240,-81.6626105259943,1549.4504619870381
match_4,1,1250,-215.63521679157822,1450.1085924919735
match_4,1,1260,-296.7595074835318,1276.2553640310603
match_4,1,1270,-324.8472156317005,1076.3588417734197
match_4,1,1280,-313.0058851634028,907.3456642693507
match_4,1,1290,-283.5071337150921,787.569737472206
match_4,1,1300,-260.3866054053454,695.4775455796162
match_4,1,1310,-260.04785704186986,605.9251383336994
match_4,1,1320,-287.16162957855386,514.2992015025162
match_4,1,1330,-335.1111409549127,429.4089614183639
match_4,1,1340,-385.2975437498516,356.7943570856391
match_4,1,1350,-412.045678822161,294.01529965163087
match_4,1,1360,-405.67793415616995,238.64676669107
match_4,1,1370,-388.9521017434236,194.43412021953486
match_4,1,1380,-394.7206622707953,166.02538299614548
match_4,1,1390,-433.43224746417263,152.26392859691677
match_4,1,1400,-494.1649517932917,150.18925643185682
match_4,1,1410,-564.9429845346767,160.0659174951943
match_4,1,1420,-639.372336381673,179.03556516955192
match_4,1,1430,-709.7385324209129,195.36851597523736
match_4,1,1440,-761.2282528310643,194.65095583845073
match_4,1,1450,-774.8372492758882,166.77480069690915
match_4,1,1460,-741.7742447779779,111.52040136763601
match_4,1,1470,-680.4565471845092,47.56316475545968
match_4,1,1480,-629.7156990352192,5.228352017224459
match_4,1,1490,-615.6944833238477,0.9425755947601466
match_4,1,1500,-631.9937366070757,30.605341213949828
match_4,1,1510,-654.9878776878936,89.58044963778204
match_4,1,1520,-670.2098297854752,183.6186616332144
match_4,1,1530,-680.3361474729758,315.82596373856813
match_4,1,1540,-695.5572203742996,472.6883254994941
match_4,1,1550,-723.6873238400765,627.1101263560813
match_4,1,1560,-759.6535797067563,753.5427760155188
match_4,1,1570,-777.925141536036,843.1298965413822
match_4,1,1580,-745.5859496432529,910.1146246224691
match_4,1,1590,-638.2550401355403,985.9755825098149
match_4,1,1600,-442.19457168131527,1101.1706321596846
match_4,1,1610,-167.70834566114863,1263.3773389761232
match_4,1,1620,136.1188517776532,1449.6683071243601
match_4,1,1630,408.40539796461644,1620.546037761458
match_4,1,1640,619.3793266283999,1742.9214804543267
match_4,1,1650,770.0855278411271,1802.1753536399137
match_4,1,1660,868.5399942661998,1802.7110070613735
match_4,1,1670,927.3017836105951,1768.5882776091785
match_4,1,1680,967.0769858597878,1740.0797228898277
match_4,1,1690,1006.7708557027145,1754.5116527749017
match_4,1,1700,1056.8220468160778,1818.0344803283683
match_4,1,1710,1122.393142917586,1897.6210002327084
match_4,1,1720,1203.3369038666242,1947.5858347142498
match_4,1,1730,1292.7989706995734,1941.6155161144593
match_4,1,1740,1385.6911762897598,1884.8110496927502
match_4,1,1750,1488.9166763688322,1808.093385679437
match_4,1,1760,1613.54086257982,1744.9129110845886
match_4,1,1770,1755.880781276562,1703.7895106549495
match_4,1,1780,1902.1937201969772,1672.249097237756
match_4,1,1790,2058.546767558253,1649.2485741221194
match_4,1,1800,2257.7246839051695,1654.4360456396053
match_4,1,1810,2521.4787434175023,1700.2926464543589
match_4,1,1820,2820.2593202550606,1773.182533745628
match_4,1,1830,3080.8514573087123,1843.7484001505618
match_4,1,1840,3241.6972928905907,1885.4802372452516
match_4,1,1850,3301.450826860245,1888.4275469511435
match_4,1,1860,3306.3544561353865,1860.3286634971955
match_4,1,1870,3291.656122928188,1811.3528212671815
match_4,1,1880,3258.5139968345284,1741.83872392195
match_4,1,1890,3212.2874209376605,1648.924334960203
match_4,1,1900,3181.30277381396,1537.469469064155
match_4,1,1910,3182.0266584566334,1420.4982767259037
match_4,1,1920,3199.818786722059,1316.1800902112923
match_4,1,1930,3211.7468860747813,1244.424867749066
match_4,1,1940,3208.7978247837027,1215.697210402262
match_4,1,1950,3199.4548525531013,1220.7969791767334
match_4,1,1960,3200.2120591677544,1234.923598956744
match_4,1,1970,3216.026775258473,1227.0445743043701
match_4,1,1980,3230.9091235990727,1170.3923504349236
match_4,1,1990,3227.4678288415644,1065.8777669511655
match_4,1,2000,3217.259777240265,953.8820039354282
match_4,1,2010,3241.548623546735,875.188011898884
match_4,1,2020,3329.0255407817313,824.6935357002383
match_4,1,2030,3456.7792114356407,772.2924364837957
match_4,1,2040,3570.7073952082183,712.1306839759081
match_4,1,2050,3641.5110595582664,659.8260768700468
match_4,1,2060,3681.484301471929,624.4662789567635
match_4,1,2070,3712.2424203649134,604.3990039102682
match_4,1,2080,3737.8113147381246,588.2654053884546
match_4,1,2090,3751.0857571923207,557.5287103567055
match_4,1,2100,3752.9522777870116,505.72623643442387
match_4,1,2110,3755.2156462176413,450.9283868278654
match_4,1,2120,3769.3354478192014,422.60190972100804
match_4,1,2130,3801.931656594582,437.08383186349374
match_4,1,2140,3854.041081010545,478.06751755090465
match_4,1,2150,3915.2971741308884,499.0747949856263
match_4,1,2160,3968.481814356167,461.3802644599095
match_4,1,2170,4005.871730649755,377.2320943894763
match_4,1,2180,4032.249935964498,300.41889204018116
match_4,1,2190,4051.9507126470476,269.4646047415573
match_4,1,2200,4062.1365788576672,273.98471745347626
match_4,1,2210,4058.4200654153565,275.8459649697685
match_4,1,2220,4040.136166764765,249.39789889260396
match_4,1,2230,4005.9459382446535,201.16585514001756
match_4,1,2240,3949.7457498967515,159.0648090506716
match_4,1,2250,3873.8973342629383,139.3280025595566
match_4,1,2260,3800.9515645789506,122.71164251177157
match_4,1,2270,3751.085364116761,76.768554472413
match_4,1,2280,3710.2096760532613,5.578716280594129
match_4,1,2290,3638.2221317624003,-36.84463102128982
match_4,1,2300,3518.7178876247244,1.073010917636969
match_4,1,2310,3397.1707274922846,102.90105710808551
match_4,1,2320,3342.7885128831367,189.7587125902312
match_4,1,2330,3364.9201801104964,198.1459922773876
match_4,1,2340,3401.791004175672,140.35996468712324
match_4,1,2350,3395.150094670764,80.96493159337405
match_4,1,2360,3336.0536123713455,65.27714071164567
match_4,1,2370,3245.294190512823,88.2051869835409
match_4,1,2380,3153.7949975109013,118.82017968401695
match_4,1,2390,3089.5889712746643,128.70243392944312
match_4,1,2400,3055.3218834710983,106.26109798807224
match_4,1,2410,3030.7234745559435,62.94643221368899
match_4,1,2420,3000.536866754929,22.097745839453808
match_4,1,2430,2966.622073313735,-1.8326229124519209
match_4,1,2440,2941.375359263204,-9.002775814358586
match_4,1,2450,2936.8956110024874,-4.298772260276756
match_4,1,2460,2948.8688041183755,9.383518307558639
match_4,1,2470,2961.8669136461813,27.313996785377103
match_4,1,2480,2989.5966768628005,42.06539587924957
match_4,1,2490,3087.2797769445415,53.348871358969795
match_4,1,2500,3292.8979174215856,69.97960012362935
match_4,1,2510,3564.7436990042397,99.72369292387171
match_4,1,2520,3808.358170348768,145.384192998677
match_4,1,2530,3965.875581256704,206.6012017118448
match_4,1,2540,4049.3425495193,278.2813846943766
match_4,1,2550,4097.55650561551,350.650509164184
match_4,1,2560,4134.443780673941,412.270282237478
match_4,1,2570,4157.36307284556,449.6248891350093
match_4,1,2580,4147.992323750675,451.4932108535876
match_4,1,2590,4105.195332238573,422.85616899442766
match_4,1,2600,4062.145193153855,387.22179467410956
match_4,1,2610,4057.1238941261745,372.48287122424165
match_4,1,2620,4099.963759988405,399.49552038612165
match_4,1,2630,4172.854044327657,472.7589110279863
match_4,1,2640,4247.171344669407,571.629256277676
match_4,1,2650,4298.351075537755,660.5669423379476
match_4,1,2660,4317.536804763913,712.6458532445441
match_4,1,2670,4311.2687613657545,717.8918686572707
match_4,1,2680,4291.460878664265,679.8393775804043
match_4,1,2690,4267.690689900269,617.9411426281958
match_4,1,2700,4240.181995729914,561.3855851468397
match_4,1,2710,4199.535019134745,523.6063144828036
match_4,1,2720,4143.831509677815,489.5421843495992
match_4,1,2730,4088.132311425322,437.34658220460483
match_4,1,2740,4043.0476459743068,363.85696495308866
match_4,1,2750,3997.6265972558003,283.3810266472538
match_4,1,2760,3938.8219662596375,208.49623314550442
match_4,1,2770,3872.086309149234,137.87908857842564
match_4,1,2780,3810.7016877117685,63.904423270112886
match_4,1,2790,3758.2129706149517,-14.065999636577567
match_4,1,2800,3708.8059577655868,-91.06876880843367
match_4,1,2810,3658.723938084744,-166.1276440274831
match_4,1,2820,3613.3352825408515,-239.48984460976348
match_4,1,2830,3579.9533751261897,-302.6421766443107
match_4,1,2840,3554.479998022429,-343.2297458672257
match_4,1,2850,3524.483844358816,-362.2254893176378
match_4,1,2860,3487.0777930747563,-380.36427157828365
match_4,1,2870,3453.2317686210577,-425.2434337490181
match_4,1,2880,3432.6789938919883,-507.40387421745186
match_4,1,2890,3423.99841003984,-606.1739836793868
match_4,1,2900,3421.0826858657383,-690.220472451447
match_4,1,2910,3420.358836751825,-747.6411481086639
match_4,1,2920,3420.007178228041,-783.6164223424423
match_4,1,2930,3419.126087788106,-803.2112277107927
match_4,1,2940,3417.9961719548787,-810.0084979040737
match_4,1,2950,3417.6897388345415,-812.6245197901053
match_4,1,2960,3420.0458437109264,-820.9704196466789
match_4,1,2970,3424.2849048614394,-837.394922464279
match_4,1,2980,3422.8569036569625,-856.5186203947711
match_4,1,2990,3403.6661544546323,-872.3664120505089
match_4,1,3000,3356.7236755268195,-885.5988686266328
match_4,1,3010,3281.5812782551784,-904.3927291839088
match_4,1,3020,3193.1335768481877,-932.9913080606149
match_4,1,3030,3116.01780018744,-964.4404100963138
match_4,1,3040,3066.7752312876164,-994.0063557585431
match_4,1,3050,3041.672396946801,-1031.8755731132665
match_4,1,3060,3019.3741759566083,-1092.5365006908655
match_4,1,3070,2970.1076117073035,-1175.7899092929288
match_4,1,3080,2870.8191630289734,-1267.4375575287847
match_4,1,3090,2728.80717806416,-1354.0319159254364
match_4,1,3100,2588.032589089607,-1426.3263773460485
match_4,1,3110,2494.5617641359777,-1474.5205863618357
match_4,1,3120,2456.098080600481,-1492.0537135465497
match_4,1,3130,2441.526664812321,-1481.7935836664633
match_4,1,3140,2404.124809311479,-1452.610894224887
match_4,1,3150,2290.148756313884,-1414.1105360311774
match_4,1,3160,2060.798248483415,-1380.9255980321477
match_4,1,3170,1749.3529852219904,-1373.0229707086687
match_4,1,3180,1459.2629640368455,-1396.8946824942414
match_4,1,3190,1272.64286092127,-1436.5969978531018
match_4,1,3200,1191.2223399280974,-1481.9147531969354
match_4,1,3210,1157.823646859263,-1545.8301653915214
match_4,1,3220,1102.4841753457983,-1631.9444997495625
match_4,1,3230,987.3370245951955,-1709.8935519184718
match_4,1,3240,832.5599750617484,-1744.7407271070606
match_4,1,3250,693.6883486483396,-1736.9536145024065
match_4,1,3260,608.7997455768705,-1719.9309910777383
match_4,1,3270,568.5061408595554,-1718.99196235499
match_4,1,3280,528.2102063977269,-1727.6795312932973
match_4,1,3290,446.11987346328556,-1730.2467130877985
match_4,1,3300,319.45731767773407,-1725.4183525462481
match_4,1,3310,186.79236983875398,-1720.002125279732
match_4,1,3320,90.38047557745949,-1717.520135558363
match_4,1,3330,41.38412448499641,-1717.1636043790854
match_4,1,3340,33.73978528253954,-1712.3791262969246
match_4,1,3350,82.48589164042865,-1689.6673139541622
match_4,1,3360,215.41514836617384,-1637.7765965592955
match_4,1,3370,423.20097222637196,-1560.0628708407103
match_4,1,3380,660.7812940568372,-1473.1462546232342
match_4,1,3390,905.5569120132471,-1393.601452008737
match_4,1,3400,1168.4439574175478,-1327.0996395299348
match_4,1,3410,1439.76491607306,-1266.03367286574
match_4,1,3420,1657.5267750432051,-1193.5035131611962
match_4,1,3430,1741.274853829495,-1093.3998034078384
match_4,1,3440,1652.7065989761281,-967.1125944544015
match_4,1,3450,1430.036052249714,-837.8523524066122
match_4,1,3460,1168.4840853840124,-727.1584346727675
match_4,1,3470,955.1413191134394,-636.454834905704
match_4,1,3480,818.9981214890938,-558.2303344448525
match_4,1,3490,746.3816499654431,-488.5908137785834
match_4,1,3500,720.3413537095729,-427.76429565021334
match_4,1,3510,729.4355497271304,-381.79041448449954
match_4,1,3520,759.7247840739828,-359.0846111271303
match_4,1,3530,792.6427131395018,-357.8423800820227
match_4,1,3540,804.3150414782228,-361.13180021924177
match_4,1,3550,770.2975305449602,-346.45228340093513
match_4,1,3560,686.3651874478537,-299.17682535146565
match_4,1,3570,581.4045440894118,-220.94690296517433
match_4,1,3580,489.2797197652335,-129.37492221321924
match_4,1,3590,406.8334101298698,-48.19949948354373
match_4,1,3600,294.853102424006,4.88139579372193
match_4,1,3610,126.41402380423679,23.790662923848938
match_4,1,3620,-72.06001626333405,13.3094705990646
match_4,1,3630,-239.63967125324461,-12.652086305104277
match_4,1,3640,-335.2511555214753,-34.55512364267652
match_4,1,3650,-358.4243230317145,-39.556056222492174
match_4,1,3660,-328.75238371068815,-36.13154847280709
match_4,1,3670,-269.7229144734688,-49.841243122325096
match_4,1,3680,-213.56537686053912,-98.27516260034763
match_4,1,3690,-196.3619713177655,-173.68800211396362
match_4,1,3700,-229.8672114471236,-254.3359488726619
match_4,1,3710,-287.95635256119647,-326.033001254222
match_4,1,3720,-328.1624882749036,-388.0395319191856
match_4,1,3730,-320.7163112411126,-446.97579687726363
match_4,1,3740,-259.9497576636769,-509.38526083769193
match_4,1,3750,-158.0732649214318,-573.8531936468651
match_4,1,3760,-39.80938956395008,-628.478974241728
match_4,1,3770,59.51149868581135,-661.439012919973
match_4,1,3780,113.57472061789807,-673.8759064554231
match_4,1,3790,127.78470121337341,-677.1711751872388
match_4,1,3800,128.94295921175092,-682.1546711489838
match_4,1,3810,135.85214257102749,-695.8395458397786
match_4,1,3820,148.95446377134712,-720.0811876942645
match_4,1,3830,160.208029463296,-747.0453482318499
match_4,1,3840,161.99753331204718,-762.6228145445107
match_4,1,3850,151.26124067989934,-759.2131331559908
match_4,1,3860,134.42261191716915,-741.2739419064615
match_4,1,3870,124.95285909195673,-717.3537788948397
match_4,1,3880,129.5409705530631,-689.9761439192879
match_4,1,3890,141.8376288283623,-653.6061559161869
match_4,1,3900,155.986591704459,-601.3956329287728
match_4,1,3910,179.61424831890218,-534.0578696491498
match_4,1,3920,224.04615386391646,-461.2795411287385
match_4,1,3930,287.4992252861681,-392.27697933450406
match_4,1,3940,357.43612354005137,-326.9932978220851
match_4,1,3950,422.25347259927526,-261.65381095996827
match_4,1,3960,472.2507903116352,-201.73545735821446
match_4,1,3970,495.76469899798576,-160.0966070524135
match_4,1,3980,482.41525457646696,-138.36332846196336
match_4,1,3990,430.13761925140255,-119.60787556845906
match_4,1,4000,349.63308851286257,-85.46261851663778
match_4,1,4010,264.53641409951433,-34.34706919452436
match_4,1,4020,204.35474030185253,20.032239406094522
match_4,1,4030,192.16571299467935,62.520556094759186
match_4,1,4040,236.86750229431587,88.146219613499
match_4,1,4050,332.56860923244244,105.82014427977278
match_4,1,4060,456.7152996669238,131.0222746165462
match_4,1,4070,569.7271657327187,171.56136611559702
match_4,1,4080,633.4463150093703,221.44259142008832
match_4,1,4090,638.9567384375628,269.86166265762057
match_4,1,4100,607.9110445338749,313.5183306151081
match_4,1,4110,565.000582043532,358.60537226558864
match_4,1,4120,518.9300667713248,413.2115449994909
match_4,1,4130,470.60419500137397,480.1239128174727
match_4,1,4140,424.65893385362574,555.1784933830094
match_4,1,4150,384.89645301794525,629.1152493641579
match_4,1,4160,347.5840282887207,693.512856592022
match_4,1,4170,308.67418365966233,750.0706456785317
match_4,1,4180,274.61957877061724,810.923027016383
match_4,1,4190,255.60601172629285,887.4088406482462
match_4,1,4200,250.23958178410498,983.0542942841334
match_4,1,4210,248.65885707949474,1093.9476267121124
match_4,1,4220,245.98448787100148,1208.5115493105513
match_4,1,4230,242.68904873500736,1310.0135608132775
match_4,1,4240,238.07129004388833,1384.925899297767
match_4,1,4250,230.53563233445124,1430.4765709794406
match_4,1,4260,221.4652528376783,1452.7882493437537
match_4,1,4270,213.6537240003008,1454.6200857315584
match_4,1,4280,205.7076193024527,1432.0211769403923
match_4,1,4290,195.17392270667466,1384.7671187715252
match_4,1,4300,187.3995652704234,1315.5290079259962
match_4,1,4310,189.1718195443231,1228.914028638274
match_4,1,4320,193.7590955281737,1145.0312843901781
match_4,1,4330,185.42565445695698,1093.5980873832946
match_4,1,4340,159.2633505186268,1088.244802589436
match_4,1,4350,128.37565293316993,1116.8370233745964
match_4,1,4360,110.72109175878511,1153.8524463787996
match_4,1,4370,112.84609900709691,1183.1087876659417
match_4,1,4380,124.67642611698093,1213.776167848021
match_4,1,4390,126.55349246289805,1271.7177237028432
match_4,1,4400,107.27410142338064,1370.030085203403
match_4,1,4410,78.08145541054614,1491.0159649778266
match_4,1,4420,59.99674942492821,1599.803938109884
match_4,1,4430,57.75605496062236,1668.5589209005275
match_4,1,4440,55.42336722553155,1687.9793974051747
match_4,1,4450,35.362709949751086,1665.1112759467617
match_4,1,4460,-4.8795746429688265,1615.4613181716777
match_4,1,4470,-52.83810788716977,1556.8353416342934
match_4,1,4480,-92.9173876372796,1506.7531968815915
match_4,1,4490,-117.96686091853763,1480.7342800355414
match_4,1,4500,-131.74199246503264,1484.2604155132062
match_4,1,4510,-136.86499980849194,1498.310591114421
match_4,1,4520,-123.40529317171584,1480.8499701305273
match_4,1,4530,-83.36246899491792,1400.298840835167
match_4,1,4540,-30.29548196805748,1271.2942280458456
match_4,1,4550,15.383692227943435,1143.641861242435
match_4,1,4560,53.93527135720049,1052.4574948690333
match_4,1,4570,109.02175690644361,995.633997552157
match_4,1,4580,216.0109231906874,959.2265124222967
match_4,1,4590,411.05922140175176,942.6109963010808
match_4,1,4600,702.1274393121316,951.7785829658183
match_4,1,4610,1029.807835179586,978.1299812777926
match_4,1,4620,1284.4936039518484,995.212743336441
match_4,1,4630,1387.5193374398127,978.6843730530288
match_4,1,4640,1348.9449330102796,924.9603168410919
match_4,1,4650,1242.5017819324548,853.4084715778331
match_4,1,4660,1127.159348366512,792.5544142328467
match_4,1,4670,1009.2203717743315,758.6594365262888
match_4,1,4680,888.7061306887838,746.6353105759067
match_4,1,4690,796.890858818406,741.1245754379431
match_4,1,4700,756.6119863658444,731.8011165456894
match_4,1,4710,745.578283273716,718.2523445719492
match_4,1,4720,729.7202559336695,705.9979953707708
match_4,1,4730,706.1330611287352,700.9847736085928
match_4,1,4740,695.3342838867227,705.7351582358739
match_4,1,4750,713.6370308196696,718.4771003282322
match_4,1,4760,764.1659805006282,735.4904742647191
match_4,1,4770,840.8215036673075,753.2444270136718
match_4,1,4780,935.0847989909091,768.2596179464335
match_4,1,4790,1041.5950318922098,778.3393156653475
match_4,1,4800,1159.4486049781462,785.4841735953396
match_4,1,4810,1293.295975811138,793.9505977124138
match_4,1,4820,1441.1528187299264,805.0874693467383
match_4,1,4830,1567.7293700246767,817.8121602168056
match_4,1,4840,1613.195285363629,832.6849115184627
match_4,1,4850,1550.8982452371686,850.6874044787044
match_4,1,4860,1430.233357124123,868.0085528818989
match_4,1,4870,1345.9458298959626,877.2507707099542
match_4,1,4880,1350.8311085857963,875.45513621425
match_4,1,4890,1410.0800798470552,866.2847230254321
match_4,1,4900,1459.8748652398185,853.8300469210133
match_4,1,4910,1484.5572527317318,839.2186764401829
match_4,1,4920,1508.6441363309468,823.4034835660132
match_4,1,4930,1538.10618525775,809.0925144589537
match_4,1,4940,1541.0224898493855,799.1289695458106
match_4,1,4950,1484.9515017783538,794.2203350685114
match_4,1,4960,1377.278626391756,792.40982811751
match_4,1,4970,1262.8782534582556,790.9494239403386
match_4,1,4980,1184.9255627905177,788.5758516454923
match_4,1,4990,1149.2436661861457,786.327273449305
match_4,1,5000,1126.113460774443,785.8667920893636
match_4,1,5010,1083.250233861827,784.9031628274957
match_4,1,5020,1015.7848625804947,776.7706131270775
match_4,1,5030,946.6562049488334,758.243843703408
match_4,1,5040,899.6733900201773,733.0743809202456
match_4,1,5050,873.6103709889117,705.3088734177094
match_4,1,5060,846.2785071200381,675.8765767771727
match_4,1,5070,799.3568278830688,646.6464829724982
match_4,1,5080,730.2102044465182,620.781577890088
match_4,1,5090,648.1037491899134,598.3079472801714
match_4,1,5100,570.0980367309744,575.8315895174817
match_4,1,5110,509.5777713567736,551.4214347006963
match_4,1,5120,461.78964472701784,528.0980798087635
match_4,1,5130,411.1506606706366,511.70778217761847
match_4,1,5140,348.5471304031954,504.7394330847472
match_4,1,5150,272.48527555867935,501.8137411540925
match_4,1,5160,187.82163471279335,492.14104042300016
match_4,1,5170,111.46713272421562,468.698241954689
match_4,1,5180,59.6975953545312,434.7144644231599
match_4,1,5190,23.81596758587297,398.22743540202225
match_4,1,5200,-20.993733351280497,362.570564193583
match_4,1,5210,-82.55490032107504,327.63611346335233
match_4,1,5220,-145.66771573713325,296.97780331394887
match_4,1,5230,-193.87568470994884,275.16477553584303
match_4,1,5240,-223.18861654758254,260.7494879977696
match_4,1,5250,-239.11439806228316,248.60996882736515
match_4,1,5260,-250.52081914623392,236.13420074914643
match_4,1,5270,-264.5626450531689,223.5847195260904
match_4,1,5280,-281.2948367320613,212.08184482858272
match_4,1,5290,-297.78461083014776,203.35245605628336
match_4,1,5300,-320.05912971874454,197.77080237776244
match_4,1,5310,-358.06785777102857,191.92310065457323
match_4,1,5320,-406.5742193300698,181.90259913327816
match_4,1,5330,-446.79678466079724,167.38513715665033
match_4,1,5340,-465.70181097994373,148.53188942998287
match_4,1,5350,-462.17139695611854,122.35726907756683
match_4,1,5360,-443.97044132154144,86.07469785867556
match_4,1,5370,-427.5843670441096,41.19040168541373
match_4,1,5380,-428.2865684964564,-7.456651091544469
match_4,1,5390,-442.95000532007015,-54.699533900077
match_4,1,5400,-451.92503478909055,-96.70492063880744
match_4,1,5410,-441.1766297115838,-130.5588291813255
